username,gold,userid
7362764993,36859873,7362764993
Mpo135,21229626,723750801
charlesv2024,25037267,7266194313
heavymetalinmybrain,38265009,393564236
ぴち,5014465,line:U5a2a57159ba68342dfb9d761930fe9a3
5845884888,10482317,5845884888
nata3949,21679445,line:U56244ba214d07decafbfe9e7426a6f23
SS095,14653838,456200245
emmendoza,35997150,441438828
Kirill_Elistratow,2615540,384017638
GermaniaADA,10236146,6016055348
mirooleynik,19221754,1679471128
7169306135,11440185,7169306135
Trinitybum,8519313,7680090150
yseki,2555750,line:U8ad2b9ebdbe583ca29b8fc17d90a2229
AttachmentMan,14590357,448231327
Vechesvet,28318945,326682087
Jeff_nart,67694694,7050913884
AlbertSantos18121992,60220,7915690604
山嵜 良太,10456904,line:U132448138f5f3a39187295adbdbbdfd2
SVD,16114241,line:U4f7f2fed614c3f65f5b101e33b4961f8
Kko_kalter,37538883,430119360
Akane Mori,19495387,line:U3414071165a95253b4a6e71e1bae611c
stillness ,4755975,line:U8cea587df8a6f7fa9c74cee3406d23e0
w1ggaa,1717660,879253518
trideniz,15261318,7049624393
Hooks63,27812395,6175911742
AlloySatsonacci,18742887,7144356261
Kip,124190,line:U78155c1703c2abaae5ce82505047ec1b
佐藤　総一,7431052,line:Ucb21acd1869bac899af641104eefec7d
TC,6140332,line:U3050489c20dc88481e4307e5943c7551
Gobs689,6690955,8195924447
Alex_Zarakovskiy,9028658,859627010
babyrz5,5800395,7091105258
Serginio777,12700244,505679114
Kucherrrro,24623522,1102833966
Friedrich Phan ,10159265,line:Ue9062e3902338afc0b0eb3f1d03fdd6b
Tryarty,35990678,706381844
dfilipenko2005,15324523,753679733
yanahrybava,47779823,1667587222
steel_man568,36797423,7996431060
Teror2,25573474,412359064
brainqdead,22593343,372055503
Artem000_07,2703420,6367466725
phayu94,26168579,1122604751
yk,2778749,line:U32bd95d3afcf2be40bfe25b00a38e06f
bakhteevrr,31597611,1039978897
max777str,23887479,7371089637
NindiraOx,4471618,8010758859
Merilyn46e,24365507,5089056155
Toh,370310,line:U673964a88e9d26034bc2527261427b3e
6353746920,34716189,6353746920
Amirh0,30264972,92723840
Corvus,22683601,line:Ubc35a5c95cc0044411696cb5d38cf030
yanzizd,1273850,8487597629
K,2842740,line:U6e67a74725a5d5ee75f77f046b2f0357
yuri_1203,21990139,5244044785
ヤマウチ,11218480,line:U5baa392a70fccbc6dd820c4a1f3bf76d
metros,11649738,line:U006206fc34c0ec907f5ecd273272cbc5
bambastic94,21212467,556771492
Reik,88400,line:Uc1445bb25a16eebe398904559ba19915
rudy_sv,32455419,5534354979
hukanzi,1241690,8156990632
Ixyxtocyhxo,13064157,1328868526
ValeraPan,3936828,673613521
a_live_woman,21356334,696025427
7870839907,1140650,7870839907
Vitalii_Chaika20,39884439,1687902547
Pocokongz,19784617,827319341
Nao,3935890,line:U2c4c6b25c02c85aefa34641917778a7e
Masaki Tanaka,2420430,line:Ub57e6b29428996ef967967236d2c4380
Ash,118570,line:U2880718d07c261c920085e6fb468b8da
dani,1325290,line:Uf0aba9873b7870760bd153af1b3f0f9c
donaaaal,1184650,8050921308
ハギネズミ,6750501,line:U1e2a50b75e82b0477c9a4a4cbdc34001
oXXXpa1927,10918231,272160864
♨けいた,929150,line:U975c684384f7e938d027147b0b74050f
Tulalam,36298854,808164181
Manuel Antonio ,947650,line:U55b132522a4698bcbd52209abcc267b7
kamzisns,1279690,8456526791
Kenn992,6693161,7021068033
Vitaly,16643567,line:U4e5366fa920d9a1d87ec16385ca0556b
Ttuyet1994,4246690,7286467942
rania0709,16403034,6587515336
DjabaEmha,34443638,45123447
Tsvetkov1327,8058585,310417517
maslena92,25077665,109588940
CollinHse,24637671,5099855892
snow_hello,34304397,7396023964
nazarbazhaluk,30259930,582821744
krPH2,91270,line:U9829598341de2bd3323bcdff89015450
kolyazai,69710,8407071103
Makspetruk,29411880,6611686260
Soborna9,17209391,6593363320
沐修,84650,line:Ub260864aa7da5dc5c954832ef46dbd5a
Thiagovl89,232900,5547499583
rada_ira_rada,34287673,659522951
winzssy,1280150,8229549994
mnokkkt,1184850,7822869696
kenaizni,1276150,8341397874
SM210477,17545639,1283171561
2019660158,1203434,2019660158
vaughnivan,19792017,5019516605
Solar,2915826,line:Ub00365d475e960c0626f879982fc1576
Reza,6881375,line:U089693807405b9d7528c66ce8788376f
Михаил,3008170,line:Uc760a62bc311f2d658a7c218f67e6591
Ninogaganidze,1539950,1956249887
7879595104,18242839,7879595104
alx_brg,26575152,6403838608
Saeed,101230,line:U17b1bb28b448d68f4a3f3de7401d766e
MorenoYwi,6865865,7908135877
Rullyy98,5311796,5682254346
Vladimir1_8,33359381,1675383845
djeansu,7583209,line:U81d3bef9052b2f5439126bcc74e8035e
YSYS124,11756852,570094721
moskva3,29680650,262133030
Flow,742070,line:U46d1c6602d636e8dc01b4101f770c3a7
VladimirrrSG,13539572,576729743
anton3004,27536334,444114503
getgem_scout,37630175,453173351
nainzii,1275460,7576090730
7525779143,1147150,7525779143
dzhey,13979114,7113946516
RYO,1144290,line:U1742b46897d8733987448d9255982c03
bronk43,16401963,7003498824
Columbinbs,8546338,7935702405
7775813875,1719790,7775813875
pitheorema,23495006,218780845
M9TOCHKA,10887274,274884801
dvarbanets,12139442,885622962
yadirabtc,4412564,7870911654
zubeyr_muslim,3977205,1203796843
Umar9119,32227175,6772107164
unhai,1294150,8241546162
Andy_Dogami,57150,2087245595
vy1thu,681150,8102726826
hianzee,1271230,8445116029
anhvinhhamchoi,457150,7924686050
7360506647,15798297,7360506647
OGIN,6683910,line:U1e2d0bd16df37890da26b04f468292f4
坂下俊次,709150,line:U9267db86aa758458c33f0134d3d5a576
Ferari047,6938291,7740314629
7858731340,1047830,7858731340
ZitaandGi,156150,2133121268
Cheehaiya,10303847,1118355483
charouny,20663379,484185513
desiyandri,4525103,7268229478
konpedalniii,31491690,1250631098
Kunca637,6564535,7608032848
KylianVR,2809150,7376827324
sjjksjs,6810213,line:Uae52e3c7b941723de38c4942c43f6edf
Tenxi377,6592423,7805091959
sashaYatsyk,11403569,133334822
mainsoaaaj,1292150,8342841404
francois,116390,line:Uc0cdfe6e611bda964e2ddf7825a31b93
Andrey_199507,32843480,1695255828
Yoshi,5859492,line:Uc3d1efa2e6cbfa87b8845af6050697a1
MarynaLes,2425277,694231039
7588382538,883860,7588382538
Motorola_V8,29042545,7402461631
ViktOtro,5779940,1010596987
Ramil_al,21832749,1676299269
Advvi28,6529603,8191046592
Binskayl,4577667,line:U02311bdc9f8ed7a1f87e3eb16b995371
taqqoosaka,10324261,5207196849
Ronron303030,12372415,6851662071
امین,107040,line:Ucfe13a435f0177f270167264137c2468
KaitooHx,2601930,7392755271
Kdbsjxbshf,12222174,7203677413
ogtreeps,8674742,268385006
King_Bamboo,31878102,1727756280
Luc,410280,line:Uca9274a168ff99146525a33f34e6ffdf
Zoroami,30036830,7368160523
Martinaska,9278934,7981801984
MartissOq,6512979,7310757854
Arkajek,10156453,5896359937
jenkamz,1248150,8495811210
ttt3124,181370,1737934885
saveliy59,49615375,448715519
Telnar85,5511064,1024104848
