rank,username,score,gold,rares,epics,legendaries,userid
652,Dr_Samigulina,56144.4,38350.0,98,31,6,461160340
653,kolyazai,56086.68,29770.0,176,63,11,8407071103
654,Algerik9,55968.0,48000.0,28,3,4,7978010120
655,7551795478,55131.0,47000.0,47,11,2,7551795478
656,rat3user,55005.59999999999,49200.0,16,7,2,339603907
657,nataliasporty,54950.0,50000.0,21,8,1,1214172926
658,Evgeniip2975,54846.399999999994,47200.0,30,7,3,318735245
659,8164905344,54661.0,47000.0,31,12,2,8164905344
660,Urzeke,54276.97,37510.0,69,23,8,6158215479
661,Tinota97,54144.00000000001,48000.0,26,7,2,7854410220
662,Boris_TheRazer,53766.4,49600.0,18,6,1,412154109
663,nt_kvl,53634.00000000001,42000.0,55,22,3,268027060
664,bobozyon,53557.416,45082.0,56,12,2,541608398
665,Monnika1993,53471.99999999999,48000.0,24,10,1,7845559161
666,nocomment_fencer,53382.56,43120.0,58,20,2,5078869454
667,7979674432,52976.0,43000.0,52,15,3,7979674432
668,karimtynxamon,51965.759999999995,31080.0,132,50,8,6747275064
669,Tryarty,51248.604,36116.0,59,30,6,706381844
670,Gofard,50466.9,45100.0,29,10,1,239905608
671,munahes,49852.0,44000.0,25,8,2,7761051752
672,sw_iceman,49699.44,41040.0,31,10,4,552752256
673,Knparty,48910.572,32738.0,92,37,6,7312960078
674,Dondokekeks,48890.628000000004,43497.0,34,10,1,992876583
675,VL5VL5,48666.159999999996,26449.0,126,44,15,171473955
676,dan1kone,48431.24999999999,47250.0,7,3,0,1058789690
677,Jenya1101,47319.329999999994,37230.0,49,17,4,498875185
678,Penwhoyouare,46815.659999999996,29060.0,107,39,9,7483556142
679,abrakadabradebil,46329.99999999999,41000.0,46,14,0,7551654719
680,Aridan_7,46181.358,29949.0,92,35,8,5315938649
681,mamina3,46043.0,41000.0,27,6,2,8069744770
682,vindestus,45936.0,44000.0,8,1,1,6531634003
683,h0tah,45629.700000000004,39100.0,23,9,3,231613717
684,Kristi_summer,45020.56,37960.0,24,7,4,1466020089
685,bambastic94,44733.0,39000.0,15,7,3,556771492
686,thesemenko,44349.543,38801.0,35,8,2,488633056
687,Nakhbin,44104.0,37000.0,24,13,3,1405433422
688,Yra1206,43569.188,35654.0,54,13,3,397235558
689,BezFona,39202.504,26596.0,84,35,6,394036065
690,8019701533,39121.0,29000.0,49,20,6,8019701533
691,menkul01,38532.0,37050.0,16,4,0,958095858
692,8112035613,36738.0,26000.0,71,22,7,8112035613
693,reamfer,36646.0,29200.0,69,31,0,1015154256
694,Pletnev_86,36270.36,31080.0,23,9,3,351141982
695,7782534953,35854.0,26000.0,79,20,6,7782534953
696,NastiaSkvortsova,35355.6,34160.0,17,3,0,123269621
697,7991428620,35048.0,26000.0,90,33,2,7991428620
698,Sunli8,34533.954,23751.0,82,32,6,5683311610
699,292994769,33638.976,25956.0,44,22,4,292994769
700,7930062760,33436.0,26000.0,52,19,4,7930062760
701,brianhillas,32763.599999999995,22800.0,125,37,3,7182034842
702,supman3,32708.0,26000.0,60,23,2,1214356325
703,7950690688,32016.000000000004,29000.0,20,9,1,7950690688
704,xandemerigio,31509.329999999998,19930.0,125,56,4,824167387
705,barbabianca80,31150.256,25808.0,27,15,3,652478174
706,7888918010,29894.94,24070.0,44,18,3,7888918010
707,Blavkmorgan,29869.306,28339.0,12,2,1,1607237399
708,Greg4x,29690.559999999998,25420.0,30,13,2,505939124
709,nurkhan93,28715.04,23120.0,44,18,3,1023454672
710,6171169213,28312.999999999996,23000.0,27,14,4,6171169213
711,heyergi,27072.000000000004,24000.0,20,8,2,7858644837
712,7977338646,26466.0,22000.0,59,14,2,7977338646
713,Leonid557,25668.000000000004,23250.0,14,10,1,1481688099
714,7169306135,24909.57,11970.0,187,79,14,7169306135
715,hkukaist88,24414.0,19500.0,42,20,3,7674497745
716,matovskikh,23682.96,20720.0,29,9,2,677251938
717,Ilkhom86,20997.274999999998,15847.0,55,20,5,423525506
718,8405685255,20731.260000000002,11110.0,164,72,9,8405685255
719,dadol1004,20667.477000000003,16899.0,49,19,2,7067491902
720,AleksWhite79,20032.0,16000.0,36,21,3,1241433422
721,kafayooo,19602.0,18000.0,29,5,1,8179239525
722,1786306933,19115.2,10400.0,118,60,12,1786306933
723,MarinoBasaka,18486.800000000003,11300.0,114,42,9,6153622745
724,Thiagovl89,17116.48,12020.0,64,30,6,5547499583
725,Andy_Dogami,16588.0,11000.0,94,34,7,2087245595
726,vedmir,15960.0,15000.0,10,4,1,315509959
727,Renggo1,14379.929999999998,11070.0,47,12,6,6110634052
728,LongYQ,14234.400000000001,10800.0,42,11,7,6599113673
729,AlloySatsonacci,14030.58,12340.0,23,4,3,7144356261
730,6464810665,13896.0,8000.0,137,60,8,6464810665
731,Hopee0408,13838.0,11000.0,60,23,2,5585457747
732,fernandes15,13150.800000000001,9360.0,93,27,5,807486836
733,danhggte,12528.0,9000.0,80,37,3,8026696713
734,TK43j2c6sZ,12222.210000000001,10010.0,23,13,4,5302704331
735,Mehdi5747,10689.8,9460.0,34,16,0,5070315386
736,pavloandriyanov,10138.55,9610.0,7,8,0,439609515
737,Brunobatman,9377.34,5380.0,101,47,12,754603502
738,dapyo13,9214.75,7750.0,51,18,1,1954690527
739,UmitbaevRus,9008.032000000001,6908.0,40,14,6,383266379
740,s2a1n,7571.200000000001,6400.0,21,17,2,407210368
741,8306987127,6628.6,4600.0,105,36,4,8306987127
742,Msdao123,6588.0,5400.0,16,9,5,6024326624
743,fb8GVIlEcvcONvjc,6522.599999999999,4200.0,121,37,7,487914982
744,Charlene,6356.0,5600.0,45,15,0,line:U2c51540c112ab69f15b2056f036e7dcc
745,862254166,6258.2,5800.0,13,6,1,862254166
746,ubikon,6133.398,5189.0,32,10,3,line:U1d6d4c2a783e6ab36b30e8e2a799393f
747,Ladangcuan04,6102.72,4160.0,77,25,8,7769420595
748,Artem000_07,5579.37,4230.0,49,15,6,6367466725
749,kepcozzang1,5433.75,5250.0,23,2,0,1194753781
750,yurirobel,4661.160000000001,3720.0,55,23,2,1287742811
751,Toh,4466.280000000001,3640.0,41,16,3,line:U673964a88e9d26034bc2527261427b3e
752,hberkay35,3885.9999999999995,2900.0,58,22,5,1730852231
753,Mitzi,3784.3199999999997,3240.0,30,13,2,line:Uaa4b27ab3f506cac4fcf385ab31600cf
754,Ry,3592.05,3110.0,35,20,0,line:Ue3a9ba49b31e858f58cc61ecd868759e
755,7701447392,3084.0,2000.0,104,33,8,7701447392
756,Jafaripix,2431.52,2080.0,43,16,1,122686053
757,laublandero,920.08,530.0,154,52,9,1921254938
758,5390218473,765.6,440.0,152,48,10,5390218473
759,Temlisol2277,396.65999999999997,220.0,161,47,12,7209525995
760,RhaenyraDamon,0.0,0.0,103,32,5,7723418835
761,zerozero_blue,0.0,0.0,17,7,1,6609654641
762,mixmasster,0.0,0.0,38,14,3,1218660510
763,valmts,0.0,0.0,4,7,4,180345642
764,macur666,0.0,0.0,24,9,2,1300718177
765,mr_volan,0.0,0.0,4,1,0,697932213
766,PandaCrew89,0.0,0.0,8,5,2,358709165
767,mistozy,0.0,0.0,7,3,0,291145802
768,evorvv,0.0,0.0,87,34,9,811439704
769,saveno4ek,0.0,0.0,21,18,1,1068392820
770,Devilucy,0.0,0.0,25,8,2,5705887673
771,skaydaulov,0.0,0.0,12,6,2,446493264
772,bap250295,0.0,0.0,38,18,4,5908895676
773,happyfack,0.0,0.0,7,2,1,445963156
774,勝成,0.0,0.0,17,11,2,line:Ubcc524e3e856c25c5274f4af9c8b9cba
775,mmaximr,0.0,0.0,19,11,0,241471183
776,2104748880,0.0,0.0,4,0,1,2104748880
777,Rwrom5,0.0,0.0,30,10,0,5843886397
778,scarecrow344,0.0,0.0,127,48,5,474390083
779,Vsevolodok,0.0,0.0,4,1,0,1933530824
780,Kastorsky1,0.0,0.0,2,3,0,397033764
781,1155785572,0.0,0.0,22,7,1,1155785572
782,Dante04,0.0,0.0,25,5,0,820800841
783,斉藤久士,0.0,0.0,29,3,3,line:U253c07e3bc3f9a491e28ca5f62c60a51
784,486736314,0.0,0.0,7,3,0,486736314
785,Dimadrmz,0.0,0.0,13,7,0,60840711
786,aloha_hell,0.0,0.0,5,0,0,449135833
787,testyourluck,0.0,0.0,10,5,0,315361585
788,otca_syn,0.0,0.0,51,15,4,328545939
789,Evgeniy8829,0.0,0.0,52,13,0,422101943
790,gaston3k,0.0,0.0,3,2,0,6956455487
791,runnerforest,0.0,0.0,55,20,5,1706902193
792,Lucky_Paw,0.0,0.0,4,1,0,831656
793,muro,0.0,0.0,23,5,2,line:Uc81c6f73c9989f3a023cfd770856bb31
794,carlmigs,0.0,0.0,97,35,3,6438338173
795,tokmachka,0.0,0.0,52,13,5,798155416
796,Alexey699,0.0,0.0,8,2,0,5024982117
797,Asako kinoshita,0.0,0.0,12,2,1,line:U0d609fd2ff4547f910c47b8d3fa01aa0
798,MAKO,0.0,0.0,11,1,3,line:Ua1ebe3d6f0f33faeae820df20843240f
799,Danila_KG,0.0,0.0,40,12,3,7186299343
800,nedelayudolyu1,0.0,0.0,10,4,1,5062342266
801,mippk,0.0,0.0,9,1,0,5048541547
802,OrionBreakneck,0.0,0.0,28,15,2,7895756083
803,Rocksistar,0.0,0.0,18,5,2,896932336
804,fcsmlegend,0.0,0.0,3,2,0,298858674
805,HeatWaveInvestor,0.0,0.0,3,1,1,509644111
806,DAV197726,0.0,0.0,29,3,3,180107873
807,Niakristi,0.0,0.0,16,3,1,508599389
808,MikhMan,0.0,0.0,31,17,2,333542722
809,miguelaamigo,0.0,0.0,21,8,1,953057469
810,Ancouch,0.0,0.0,42,10,3,1049852601
811,PaVel888N,0.0,0.0,5,0,0,1942975914
812,SNUsachev,0.0,0.0,35,30,0,475222235
813,lda_vinci,0.0,0.0,4,1,0,394574301
814,calibrovod,0.0,0.0,3,1,1,797664805
815,OlgaKone76,0.0,0.0,277,104,19,5188417924
816,jama894,0.0,0.0,5,0,0,608726098
817,渡辺正義,0.0,0.0,79,20,6,line:Ucc370381b4c622fba7eec10c36145eba
818,pupseen,0.0,0.0,10,0,0,931009853
819,kindbaek,0.0,0.0,17,13,0,518994569
820,ziger666,0.0,0.0,2,3,0,23106833
821,サトウ,0.0,0.0,7,3,0,line:U1f582a9df6c591e76b69272bfed00b2d
822,Djek_333,0.0,0.0,7,3,0,6598865098
823,sunlra,0.0,0.0,12,3,0,843348180
824,sashaeilat,0.0,0.0,9,1,0,1037488464
825,7907003382,0.0,0.0,11,8,1,7907003382
826,1716020164,0.0,0.0,4,1,0,1716020164
827,橋本,0.0,0.0,16,3,1,line:U4728b8034b37b355f0dbe80bb8139345
828,KingRepizo,0.0,0.0,7,3,0,1703342405
829,airborne081,0.0,0.0,40,17,3,325808689
830,happyturn0601,0.0,0.0,33,11,6,7050988394
831,demonfaro,0.0,0.0,7,3,0,1396607389
832,kotolotto,0.0,0.0,50,10,5,105750370
833,soundsintense,0.0,0.0,38,10,2,887339453
834,zhuraily,0.0,0.0,2,2,1,1487717651
835,Skyvolk_Admin,0.0,0.0,3,2,0,792898718
836,makarenko_sd,0.0,0.0,14,4,2,129301243
837,7151799776,0.0,0.0,20,12,3,7151799776
838,evgeniy_exp,0.0,0.0,16,5,4,441327065
839,surobard,0.0,0.0,53,10,2,300558005
840,Blincke,0.0,0.0,14,3,3,1880028978
841,SmithKron,0.0,0.0,84,34,7,482762397
842,igorrrrrrrrrrrrrrrrrrrr,0.0,0.0,128,51,6,1717982301
843,BukvaUuuuuuu,0.0,0.0,5,0,0,642548522
844,5264963423,0.0,0.0,45,14,1,5264963423
845,ShadowID,0.0,0.0,34,15,1,94762135
846,akchurinanvar,0.0,0.0,9,1,0,422428676
847,Spinosaurus,0.0,0.0,52,21,2,line:Uda01dc761c4c9e6c0c720cff7b4a1aa2
848,nwnow,0.0,0.0,69,17,4,5901144647
849,Juiiol,0.0,0.0,30,11,4,5917762536
850,Masketila,0.0,0.0,7,3,0,1524186029
851,Lesha_edo,0.0,0.0,4,1,0,339913440
852,Benssoonn,0.0,0.0,3,2,0,784567003
853,Artyrios,0.0,0.0,170,53,12,483069179
854,kkrlee3128,0.0,0.0,11,9,0,1709895998
855,6961034152,0.0,0.0,24,9,2,6961034152
856,Leonidbon,0.0,0.0,88,23,4,876435883
857,seokhwanam,0.0,0.0,38,16,1,1677589274
858,ministrelia0601,0.0,0.0,102,37,11,5008028401
859,Butoane33,0.0,0.0,14,6,0,631996695
860,7960790104,0.0,0.0,51,18,1,7960790104
861,465381164,0.0,0.0,15,2,3,465381164
862,Nohhyunjun,0.0,0.0,16,9,0,5063531786
863,ghost7639,0.0,0.0,6,3,1,5114822709
864,melanieben,0.0,0.0,60,22,3,7647404588
865,UJ🦔,0.0,0.0,21,8,1,line:U5887885014882c18bd590a57e4bf7d70
866,Cyberblazer,0.0,0.0,51,12,2,5458875996
867,ND_1L,0.0,0.0,15,5,0,1557464414
868,karakurt4,0.0,0.0,11,3,1,880550580
869,Aleksandr_A_Kravtsov,0.0,0.0,138,36,11,390115258
870,Ant0tek,0.0,0.0,11,4,0,5410909738
871,llleeegggeeennntttuuurrraaa,0.0,0.0,50,12,3,5623408008
872,KEI,0.0,0.0,4,1,0,line:Ubc4eb04831c6460d6076a58c60317f9d
873,Since199Os,0.0,0.0,19,5,1,846191686
874,hysterriaa,0.0,0.0,11,3,1,374269859
875,ま～ち888,0.0,0.0,9,5,1,line:U7900ab6217a577a2b23d8e3c4623a641
876,johnik82,0.0,0.0,62,15,8,610815800
877,7746979117,0.0,0.0,107,48,5,7746979117
878,taurus_belarus,0.0,0.0,63,21,1,338431880
879,vdk36320,0.0,0.0,41,9,0,95563278
880,pubuvv,0.0,0.0,136,41,13,5378466057
881,Alex21197,0.0,0.0,60,20,5,970546364
882,Zhuchara322,0.0,0.0,26,12,2,114908306
883,AlekseiMatwur127,0.0,0.0,4,1,0,1030139836
884,SerhiiMarkus,0.0,0.0,26,11,3,563704239
885,明美,0.0,0.0,11,4,0,line:U0d371bbd0d7cdfd1f4e5e73dd5170328
886,T,0.0,0.0,36,15,4,line:Ub59677d05727410f52f44275345f1403
887,sammy_1515,0.0,0.0,2,3,0,6413315375
888,F3DY4_5,0.0,0.0,3,2,0,1114566121
889,Maxim240385,0.0,0.0,25,11,4,5245635694
890,Aslanij,0.0,0.0,7,1,2,340517801
891,Nazerke_Abilkhasanova,0.0,0.0,84,35,6,1061001414
892,makhdievvv,0.0,0.0,2,2,1,370565471
893,けんたろ,0.0,0.0,48,18,4,line:U612a09d91a3cad867d6c232a4ba920b4
894,MagicNinjaX,0.0,0.0,49,23,3,1644381684
895,printing_labs,0.0,0.0,14,5,1,772008696
896,psychxelbr,0.0,0.0,20,4,1,442714674
897,AKCAHOM,0.0,0.0,21,6,3,771280033
898,eternalllx,0.0,0.0,12,7,1,218127256
899,nick_for_tel,0.0,0.0,47,20,3,521279149
900,Kodmin,0.0,0.0,30,10,0,351696701
901,ArinaK03,0.0,0.0,28,5,2,6833078755
902,Ivangoto,0.0,0.0,12,8,0,842070363
903,Vitalij_Czajka,0.0,0.0,21,9,0,7358841446
904,lesyanovikova,0.0,0.0,48,19,3,1692753516
905,AleKsei_Sam,0.0,0.0,10,3,2,1669939509
906,wladimirchudo,0.0,0.0,2,3,0,1057182354
907,dulin_iv,0.0,0.0,21,13,1,7173030688
908,FoxDollar,0.0,0.0,30,11,4,228373474
909,6151852394,0.0,0.0,22,6,2,6151852394
910,i588261236,0.0,0.0,32,7,1,588261236
911,NFT_ie,0.0,0.0,15,4,1,476498583
912,rock3,0.0,0.0,26,19,0,line:Uee9f45845faa434f117b8e0ee5f2b523
913,toiluon789b,0.0,0.0,43,13,4,8091547092
914,Olka1887,0.0,0.0,23,11,1,1431224363
915,stmnkv,0.0,0.0,14,5,1,253325877
916,B10ur,0.0,0.0,17,2,1,5284706760
917,7787401949,0.0,0.0,2,3,0,7787401949
918,k1ritoSAO,0.0,0.0,5,0,0,838825614
919,EvroMaks,0.0,0.0,56,20,4,827237984
920,SAW0829,0.0,0.0,14,5,1,415762434
921,honoluludrums,0.0,0.0,5,4,1,1416726062
922,m0322m,0.0,0.0,19,6,0,2060511894
923,Vitek3545,0.0,0.0,15,1,4,788066724
924,H,0.0,0.0,22,5,3,line:Uc331f4ca2d31c72b96725156dbebeeec
925,max_cryptan,0.0,0.0,10,3,2,354200190
926,MillDim,0.0,0.0,26,5,4,475208403
927,Glazic,0.0,0.0,5,0,0,1071388201
928,purple01meow,0.0,0.0,101,39,5,994638630
929,Juliana_ID,0.0,0.0,4,0,1,407428821
930,Sans2707,0.0,0.0,127,47,11,1025748985
931,5880147663,0.0,0.0,15,10,0,5880147663
932,ilyacheshkoff,0.0,0.0,72,21,7,5219845655
933,FankyZ,0.0,0.0,68,32,5,line:Uc3ca4e91206fd04d37dbf0e2bb4fdaeb
934,petro20181,0.0,0.0,8,2,0,5193544694
935,bolotneyy,0.0,0.0,4,1,0,954301567
936,RaZzoRr,0.0,0.0,23,11,1,204340391
937,Jhovs,0.0,0.0,3,2,0,line:Ud1eb67d7b23af8f1eb9c612d85c97d65
938,farmerdaddy,0.0,0.0,20,7,3,691796105
939,Sandr711,0.0,0.0,4,1,0,1560252614
940,chalexberg_real_estate,0.0,0.0,139,43,13,1403397947
941,liprik0n,0.0,0.0,4,1,0,449360979
942,SoberSats,0.0,0.0,32,11,2,1676850472
943,Freeda_Free,0.0,0.0,27,4,4,6568184487
944,Anzhi_MMA,0.0,0.0,45,19,1,844410487
945,ワニ,0.0,0.0,11,1,3,line:U5c391c05825c30a58db6aab2ed709e11
946,Kulichik007,0.0,0.0,4,1,0,303257595
947,umelforshort,0.0,0.0,3,2,0,1969342312
948,tdaik,0.0,0.0,31,11,3,5132404521
949,fngu6329,0.0,0.0,8,2,0,5004358514
950,Innesa0707,0.0,0.0,12,3,0,line:U286f0e648a9cfe49be34ae5b40c7f747
951,SUDYOH,0.0,0.0,22,13,0,7055416339
952,izifrom,0.0,0.0,7,1,2,576567611
953,Kiber_Kotleta_bot,0.0,0.0,95,31,4,406004984
954,timetonowhere,0.0,0.0,4,1,0,2056027115
955,dominoshka_1980,0.0,0.0,19,8,3,1201853658
956,7927066327,0.0,0.0,48,23,4,7927066327
957,たかふぃん,0.0,0.0,12,2,1,line:Uf29202069b9bbfa5422b9e8100a4207c
958,Leonid1el,0.0,0.0,26,9,0,1235225813
959,7231284509,0.0,0.0,22,2,1,7231284509
960,おおや,0.0,0.0,17,6,2,line:Ud5243e1bbc70c49d4a1c97364513a07a
961,EraldoOfficial,0.0,0.0,3,2,0,1439823237
962,Johnny_Depp1992,0.0,0.0,55,30,5,136343597
963,PandaVeg,0.0,0.0,34,14,2,853726164
964,Ant0n_SK,0.0,0.0,15,11,4,430635223
965,ilyuxa,0.0,0.0,78,26,6,line:U5b9b4831b4379650a1b23b78ce63e428
966,Greenfrog7777,0.0,0.0,19,9,2,1187006917
967,Deniko379,0.0,0.0,6,4,0,1565301501
968,Potymko,0.0,0.0,4,1,0,721651240
969,Taniranda,0.0,0.0,2,1,2,5269345106
970,SeanCasey,0.0,0.0,3,1,1,458567363
971,gummybeast,0.0,0.0,4,1,0,405175721
972,vicdev80,0.0,0.0,47,18,5,874405516
973,TonyNikl,0.0,0.0,47,15,3,6426662837
974,SleepingFlo,0.0,0.0,7,1,2,5983007427
975,rii098,0.0,0.0,12,7,1,5115547345
976,gunya29rus,0.0,0.0,3,1,1,1189778713
977,ponk3502,0.0,0.0,29,10,1,7455152476
978,el mejor,0.0,0.0,30,14,1,line:Ud0de591810bcbc5ec26ea79fe391706c
979,POKER_FACE_85,0.0,0.0,27,8,0,7349091460
980,zoomtt1987,0.0,0.0,40,9,1,810264175
981,Adjarianiki,0.0,0.0,26,11,3,5380594925
982,Sergey_dr,0.0,0.0,39,10,1,1143354705
983,AdaPatt1i,0.0,0.0,148,65,12,5076101862
984,kristin_live,0.0,0.0,30,10,0,5822609636
985,あんでいー,0.0,0.0,14,1,0,line:U04a289e9cdd1a71689e75fda4739fba7
986,7152596211,0.0,0.0,18,2,0,7152596211
987,pixelfren,0.0,0.0,4,1,0,260445536
988,Filgogo,0.0,0.0,19,6,0,6910048615
989,ketcha,0.0,0.0,17,10,3,559999123
990,olegkrichenkov,0.0,0.0,21,8,1,924802311
991,andrijandsgn,0.0,0.0,3,1,1,929022557
992,Leo_Aveni,0.0,0.0,16,3,1,922244633
993,Antonmusica,0.0,0.0,11,9,0,335441430
994,Perpetual_god,0.0,0.0,3,2,0,949808523
995,Little Lonely Alien,0.0,0.0,25,4,1,line:U4f6d18dd306ff05af32c09c864aa2f19
996,Alexbrosko,0.0,0.0,2,3,0,114969149
997,LightMario,0.0,0.0,18,11,1,5501915279
998,eBjik,0.0,0.0,21,13,1,232452583
999,siniy124,0.0,0.0,18,2,0,542849945
1000,yukosato1426,0.0,0.0,41,15,4,line:U5f37e198c0c9c6adcc2c8e826c67b310
1001,521070581,0.0,0.0,34,12,4,521070581
1002,notkass,0.0,0.0,99,35,6,304264566
1003,polov1nkin,0.0,0.0,48,18,4,99917337
1004,Resident747,0.0,0.0,25,12,3,812325627
1005,Angelina71Z,0.0,0.0,11,4,0,1999333441
1006,iterasha1,0.0,0.0,224,70,16,629386320
1007,kunai123,0.0,0.0,12,3,0,2059831998
1008,mdamods,0.0,0.0,34,11,0,621450103
1009,alex_pump_it,0.0,0.0,22,11,2,7225324908
1010,rog11235,0.0,0.0,59,15,6,166699865
1011,iPara,0.0,0.0,39,10,6,line:Udadabeba3e91c2c76c52af3a0953600f
1012,lenakosp,0.0,0.0,4,1,0,1660092297
1013,metamasik,0.0,0.0,9,3,3,358468443
1014,kolatzy,0.0,0.0,14,6,0,1180182691
1015,kenash,0.0,0.0,32,7,1,1911395018
1016,nsk1707,0.0,0.0,16,4,0,468545322
1017,景山修介,0.0,0.0,31,11,3,line:U0b00dfdc861de39176ab75f0fe39d3df
1018,lilopposum556,0.0,0.0,5,0,0,6982598619
1019,TonNotMeme,0.0,0.0,3,2,0,519607136
1020,kabaruday,0.0,0.0,4,1,0,6986019844
1021,raindog_kitetu,0.0,0.0,4,6,0,6934690895
1022,izallouh,0.0,0.0,26,15,4,736180658
1023,mistermfm,0.0,0.0,3,2,0,5486310232
1024,kan,0.0,0.0,10,4,1,line:Ud697b96173aaf1eeb1f7f852f87ea737
1025,MuxoH_84,0.0,0.0,9,4,2,1171953225
1026,elizaveta_n_b,0.0,0.0,7,3,0,5277263363
1027,AigaIscenko,0.0,0.0,56,19,5,1712114382
1028,Potochnyi,0.0,0.0,19,11,5,436632448
1029,akatsuki0423,0.0,0.0,8,1,1,5294739621
1030,Stormique,0.0,0.0,5,0,0,392753376
1031,Ksennoks,0.0,0.0,4,1,0,1612294339
1032,DrAksenov,0.0,0.0,7,2,1,188563952
1033,ronronero,0.0,0.0,25,5,5,5309196561
1034,luffy317S,0.0,0.0,4,1,0,6333934381
1035,菊池寛之,0.0,0.0,8,2,0,line:U58dce2333f2547e2174c2769e4ae643d
1036,AleksDrago,0.0,0.0,19,6,0,416526493
1037,MATSUOMI,0.0,0.0,11,3,1,1732411214
1038,Xinra17,0.0,0.0,154,55,11,8178121157
1039,OneBlackCat,0.0,0.0,91,33,6,1614119553
1040,the_v_h_s,0.0,0.0,34,10,1,5645698523
1041,ujenetsilll,0.0,0.0,7,3,0,7933369303
1042,LiraJong,0.0,0.0,12,3,0,7264764086
1043,thestupidrams,0.0,0.0,59,25,6,6877314004
1044,5540970666,0.0,0.0,63,20,7,5540970666
1045,Chura378,0.0,0.0,151,48,16,7813263987
1046,tranhack,0.0,0.0,4,0,1,7950668309
1047,tensaida1029_Sui,0.0,0.0,36,10,4,7019790265
1048,pavlokorol,0.0,0.0,8,1,1,623720266
1049,NyIaVot,0.0,0.0,15,8,2,1960227392
1050,duongthanhthang,0.0,0.0,1,4,0,7893647840
1051,Chifutamo,0.0,0.0,12,3,0,1424907823
1052,Koljangram,0.0,0.0,13,0,2,458832463
1053,fostmv,0.0,0.0,2,2,1,896131367
1054,akakura3,0.0,0.0,28,11,1,5272272669
1055,sapzoom,0.0,0.0,4,1,0,209634949
1056,マチ,0.0,0.0,23,9,3,line:U4fc7596b5c09e3324b567741dbe3dc9a
1057,7360006299,0.0,0.0,7,2,1,7360006299
1058,5219418205,0.0,0.0,4,1,0,5219418205
1059,motezh,0.0,0.0,70,36,9,376889309
1060,AndreyMangled,0.0,0.0,14,6,0,400025286
1061,Partyzan123,0.0,0.0,79,29,2,87429490
1062,68529263,0.0,0.0,55,21,4,68529263
1063,VN7_7_7,0.0,0.0,38,13,4,1386677381
1064,vanichart,0.0,0.0,63,21,6,452390659
1065,borodad,0.0,0.0,26,7,2,624283160
1066,sakku,0.0,0.0,26,7,2,line:U5b21bbf4c92176ffa5b77e96cf609534
1067,Nikita_Olegovich,0.0,0.0,18,8,4,442756763
1068,CrazzyWizzard,0.0,0.0,58,21,6,96296
1069,Karlin84,0.0,0.0,9,6,0,6069694427
1070,rebus43,0.0,0.0,41,19,5,6754106782
1071,7740001160,0.0,0.0,12,3,0,7740001160
1072,Huylt_0,0.0,0.0,13,4,3,5648409941
1073,thovnlobe,0.0,0.0,4,1,0,7716681789
1074,laxus3092,0.0,0.0,17,3,0,1873015174
1075,めそ,0.0,0.0,26,12,2,line:U0d33bba21be9d49fa96954be86f29c9f
1076,OrangeVol86,0.0,0.0,6,4,0,5398352096
1077,dr_bumphead,0.0,0.0,56,9,5,7571416821
1078,Zoroamir,0.0,0.0,282,128,25,7488124753
1079,tumenuun,0.0,0.0,87,48,10,7745928075
1080,Andersonpf07,0.0,0.0,42,12,6,625020850
1081,DonBuchy,0.0,0.0,24,5,1,1118453840
1082,archy_like,0.0,0.0,27,11,2,486517467
1083,Shiroppy,0.0,0.0,13,7,0,2128566451
1084,dazams,0.0,0.0,21,4,0,247229244
1085,DepartedMe,0.0,0.0,7,2,1,388912240
1086,Onixkhv,0.0,0.0,72,28,5,746228154
1087,empanalga,0.0,0.0,8,1,1,5049265165
1088,elpr3za,0.0,0.0,31,11,3,541622913
1089,Serga_ffan,0.0,0.0,10,5,0,6120429927
1090,Mainline_eth,0.0,0.0,9,0,1,6207385047
1091,Arabul07,0.0,0.0,5,0,0,6647662513
1092,6782039189,0.0,0.0,5,0,0,6782039189
1093,eugensan,0.0,0.0,3,2,0,6906235363
1094,Sebbi87,0.0,0.0,21,8,1,711708391
1095,joshuawbn11,0.0,0.0,26,7,2,5754333551
1096,zhenyatevo,0.0,0.0,57,20,3,1056950131
1097,zenkevich_svetlana,0.0,0.0,60,19,1,1065925031
1098,tar_boi,0.0,0.0,3,6,1,407058806
1099,N00B_1974,0.0,0.0,26,7,2,1551169380
1100,zzprophetzz,0.0,0.0,23,15,2,8151269380
1101,xoct98,0.0,0.0,4,0,1,817903137
1102,sar1386,0.0,0.0,3,1,1,85814315
1103,Villapor,0.0,0.0,2,3,0,312662193
1104,alexmvp,0.0,0.0,10,5,0,1051759252
1105,Babasiuof,0.0,0.0,50,16,4,7333826585
1106,alecs1,0.0,0.0,3,2,0,802503772
1107,Diavolikiy,0.0,0.0,59,24,2,5535957150
1108,SergeyKislovka,0.0,0.0,7,3,0,787919002
1109,evgen13131313,0.0,0.0,39,15,1,1103149212
1110,h3zoro,0.0,0.0,318,101,21,7315437290
1111,wakasatown,0.0,0.0,16,2,2,6743815386
1112,7334406265,0.0,0.0,4,1,0,7334406265
1113,ksuudance,0.0,0.0,23,2,0,7005595909
1114,にっしー,0.0,0.0,3,1,1,line:U419a4b616b33e9864a59dad29acd9696
1115,Sabotage_zx,0.0,0.0,11,3,1,273660730
1116,PavelSm17,0.0,0.0,14,4,2,6096911874
